date,open,close,high,low,volume,Name
2020-05-13,192.25911171378405,192.25911171378405,197.30360258369635,191.90727198865684,256727,AAPL
2020-05-14,193.28600255541633,193.28600255541633,193.9618722275293,191.50783115974957,1750097,AAPL
2020-05-15,191.16186857070883,191.16186857070883,193.00524965113394,188.6562101486968,1048218,AAPL
2020-05-18,190.84864023592283,190.84864023592283,191.88550075803136,186.953212132636,1370571,AAPL
2020-05-19,193.69480046893537,193.69480046893537,195.84515126860316,190.02505472983222,1678183,AAPL
2020-05-20,194.4741210324518,194.4741210324518,195.77197360520904,193.7997967430052,1772490,AAPL
2020-05-21,196.27509588802266,196.27509588802266,196.59620193627575,195.2031270132635,1264470,AAPL
2020-05-22,192.51708558663873,192.51708558663873,195.4590847198315,191.4141395575831,685597,AAPL
2020-05-25,189.50018746070987,189.50018746070987,189.6971372150084,187.64524713656132,1585293,AAPL
2020-05-26,191.64034025721375,191.64034025721375,194.45347354234846,190.18101491572068,652374,AAPL
2020-05-27,201.53226639457893,201.53226639457893,202.3614598600002,198.85506827035474,1480656,AAPL
2020-05-28,189.54794609083197,189.54794609083197,191.6664476583991,187.25601769564264,282395,AAPL
2020-05-29,191.1022778892938,191.1022778892938,194.0844585946643,189.17896649927266,980373,AAPL
2020-06-01,194.5422098207816,194.5422098207816,195.8456976877563,194.4069237376547,645699,AAPL
2020-06-02,192.71109122760188,192.71109122760188,194.0637387668743,192.00024102053922,874829,AAPL
2020-06-03,194.514564810959,194.514564810959,197.05534265694686,191.7968657562865,-45033,AAPL
2020-06-04,190.30268426456084,190.30268426456084,190.9860877343252,189.0774734138301,1415614,AAPL
2020-06-05,188.47988582009475,188.47988582009475,192.78553298768875,187.6211879826441,1050304,AAPL
2020-06-08,189.70651170443367,189.70651170443367,190.0043459473967,188.79214075321062,1809931,AAPL
2020-06-09,189.67652951440172,189.67652951440172,191.90911414024063,187.68620970153077,1778348,AAPL
2020-06-10,189.54918267196817,189.54918267196817,189.95406027108143,189.06710551560656,298671,AAPL
2020-06-11,188.82381604524443,188.82381604524443,189.08323308681997,188.75187864217432,724681,AAPL
2020-06-12,182.69889322548048,182.69889322548048,185.07737351789356,181.59618144852158,880634,AAPL
2020-06-15,176.6883154691046,176.6883154691046,177.1953400740328,176.07836661061722,755629,AAPL
2020-06-16,178.25279200034294,178.25279200034294,178.91834148229438,176.6994225103695,717422,AAPL
2020-06-17,179.5012423581954,179.5012423581954,180.15516993957215,179.20926197045944,513612,AAPL
2020-06-18,181.6052158481048,181.6052158481048,182.20894172081483,180.15739751117266,1384042,AAPL
2020-06-19,183.26679421585683,183.26679421585683,183.95118538623845,183.0430898185252,731433,AAPL
2020-06-22,184.0453646985298,184.0453646985298,184.66884785393063,182.71894009649247,1044151,AAPL
2020-06-23,185.22027707952043,185.22027707952043,185.7221120832146,183.46125050983025,1337029,AAPL
2020-06-24,187.20841376695995,187.20841376695995,188.17948543029559,185.64968310024148,2385388,AAPL
2020-06-25,183.63755386937788,183.63755386937788,185.03501031045815,182.95246518429562,1540674,AAPL
2020-06-26,190.51377326765365,190.51377326765365,192.48469062407096,189.3474790186203,313749,AAPL
2020-06-29,194.71448122459404,194.71448122459404,195.98114936064974,193.34797642142104,846828,AAPL
2020-06-30,193.5969100836725,193.5969100836725,194.3596359295791,193.17633234619151,567088,AAPL
2020-07-01,197.97607506192145,197.97607506192145,198.63706869938747,195.35944434298247,1134550,AAPL
2020-07-02,197.17368418914765,197.17368418914765,198.52900861167498,195.1964783120453,1357192,AAPL
2020-07-03,197.09707272278436,197.09707272278436,199.30668539401043,195.22706605482122,124822,AAPL
2020-07-06,198.6895783065416,198.6895783065416,198.78745083568867,196.7045971284746,1141360,AAPL
2020-07-07,198.3483043567875,198.3483043567875,201.3478060985827,197.82099938378866,986788,AAPL
2020-07-08,198.1573807653466,198.1573807653466,199.62481449891698,195.89972844966692,1987813,AAPL
2020-07-09,204.16656253837635,204.16656253837635,204.47489767959522,199.9476948118606,1484966,AAPL
2020-07-10,206.47157134136276,206.47157134136276,211.31228684618708,203.96068471051652,2164888,AAPL
2020-07-13,209.94145071085845,209.94145071085845,213.3042133928414,207.4094091662696,204974,AAPL
2020-07-14,206.21479066129876,206.21479066129876,206.3381175449788,205.64911401562856,871423,AAPL
2020-07-15,206.4829716542505,206.4829716542505,209.2141755219933,203.77301634673879,939715,AAPL
2020-07-16,208.41178191931726,208.41178191931726,209.79812008634903,207.08297992844487,1066597,AAPL
2020-07-17,204.20154499968055,204.20154499968055,207.18837797479588,200.57974191077895,1314102,AAPL
2020-07-20,204.81232587386006,204.81232587386006,207.26127765445787,204.63578275050614,701634,AAPL
2020-07-21,208.24766890566355,208.24766890566355,208.98239433088156,203.71281003210106,1609567,AAPL
2020-07-22,212.05426567787646,212.05426567787646,215.63466113812916,210.05280838748416,422014,AAPL
2020-07-23,215.10474333327616,215.10474333327616,215.93332579470768,213.943826693922,1459848,AAPL
2020-07-24,209.52399572316392,209.52399572316392,209.74796766587644,208.14405127393528,1145729,AAPL
2020-07-27,215.21583342525832,215.21583342525832,216.0974622047866,213.21299409444566,1993160,AAPL
2020-07-28,204.56594106359566,204.56594106359566,207.21028816805963,203.42312448423777,928309,AAPL
2020-07-29,198.9511025384009,198.9511025384009,201.35334420927347,194.50231910632172,1311688,AAPL
2020-07-30,201.32160684297006,201.32160684297006,201.95864447128105,201.090490811629,1758943,AAPL
2020-07-31,199.81474933222063,199.81474933222063,200.83743504536594,197.91646709192975,1270203,AAPL
2020-08-03,203.15898834693837,203.15898834693837,205.09942494741293,203.09023862879425,465138,AAPL
2020-08-04,202.8283610622395,202.8283610622395,204.73917868721188,201.97419477144697,1018787,AAPL
2020-08-05,200.0274026383825,200.0274026383825,201.91105997113647,196.84692257215252,568805,AAPL
2020-08-06,204.07742155512474,204.07742155512474,204.08257575916093,201.75953059981794,1178813,AAPL
2020-08-07,204.91122187539128,204.91122187539128,206.94178300028275,204.00275111977834,1304974,AAPL
2020-08-10,205.73215656826784,205.73215656826784,206.94573682586264,205.17441047079902,869772,AAPL
2020-08-11,201.82942715453487,201.82942715453487,204.59785723842197,201.46849586286646,980473,AAPL
2020-08-12,198.05299382531837,198.05299382531837,200.53069520963308,196.69937967157654,1018242,AAPL
2020-08-13,193.49902919167863,193.49902919167863,195.59102061880893,191.10351618765532,202398,AAPL
2020-08-14,200.76858144928624,200.76858144928624,202.31154105376515,199.55546083673875,732360,AAPL
2020-08-17,202.09477415970585,202.09477415970585,202.6729364950978,198.99753829978673,964581,AAPL
2020-08-18,199.84736434790884,199.84736434790884,202.40791725869255,198.7263060461653,592015,AAPL
2020-08-19,196.7962397726272,196.7962397726272,196.91694111067156,196.38705398475244,262564,AAPL
2020-08-20,196.1277112920196,196.1277112920196,197.61381852698327,195.3378362950056,1007134,AAPL
2020-08-21,194.0933005559172,194.0933005559172,194.1315083841459,191.5268529516976,129467,AAPL
2020-08-24,194.45027079057638,194.45027079057638,197.47016994249032,191.77713929700644,550026,AAPL
2020-08-25,190.5100156487146,190.5100156487146,192.9030421556759,190.4410592462608,998986,AAPL
2020-08-26,188.85189219645025,188.85189219645025,188.86648371289957,186.59328150589508,1551630,AAPL
2020-08-27,185.73385376672258,185.73385376672258,186.79466826572275,185.01146328566395,626775,AAPL
2020-08-28,188.16680446603274,188.16680446603274,191.47531116059446,185.50176073970678,977951,AAPL
2020-08-31,192.75283063521772,192.75283063521772,194.5419861894609,191.97113303897027,747504,AAPL
2020-09-01,192.63762365508643,192.63762365508643,195.37385869535572,191.52275239170555,362319,AAPL
2020-09-02,191.8755324526431,191.8755324526431,194.36177534738252,190.93761127778802,1004699,AAPL
2020-09-03,193.67892453749576,193.67892453749576,196.00526118913356,191.88377549967333,1406683,AAPL
2020-09-04,191.52525873218855,191.52525873218855,192.16068968677916,191.10316280885792,1318745,AAPL
2020-09-07,183.54653272815,183.54653272815,184.69695845403393,183.09720622878416,1213143,AAPL
2020-09-08,187.36144887443163,187.36144887443163,188.3562722698677,185.51668967268049,1415669,AAPL
2020-09-09,181.53782103686652,181.53782103686652,182.30752188416378,181.13793188239228,1269748,AAPL
2020-09-10,177.23050571560347,177.23050571560347,180.35005110639796,173.89716982494815,1578960,AAPL
2020-09-11,174.7205484196826,174.7205484196826,175.43839819626496,173.90437014551188,1139809,AAPL
2020-09-14,169.68685572790196,169.68685572790196,171.52616271672463,167.82407502157525,1456580,AAPL
2020-09-15,170.5995744577597,170.5995744577597,172.05864918511162,169.65022370311667,613088,AAPL
2020-09-16,167.11803680347148,167.11803680347148,172.80947709365788,166.19209342100788,307994,AAPL
2020-09-17,166.0195219269387,166.0195219269387,168.84572332660346,164.83779632867768,1614146,AAPL
2020-09-18,164.8870718538944,164.8870718538944,166.06333475682212,164.45573088180453,1404051,AAPL
2020-09-21,162.71731254098003,162.71731254098003,163.82948984839678,161.56009777064975,1035162,AAPL
2020-09-22,167.52818680948056,167.52818680948056,167.99083787572323,167.48063825580562,580213,AAPL
2020-09-23,165.15910814590893,165.15910814590893,165.97574163054625,164.63695294533127,708434,AAPL
2020-09-24,162.48540037954714,162.48540037954714,164.27261053651915,161.99649658887154,1241909,AAPL
2020-09-25,165.99569518638128,165.99569518638128,168.82022545703956,165.82486306871627,823029,AAPL
2020-09-28,166.69400905185108,166.69400905185108,166.7492140844746,165.14832118354678,281483,AAPL
2020-09-29,166.69704480595857,166.69704480595857,167.48788179283267,164.9431283106637,706429,AAPL
2020-09-30,165.41727059198723,165.41727059198723,166.08132502597675,165.12616357579986,228824,AAPL
2020-10-01,159.9991355277585,159.9991355277585,163.59190977348027,156.3674660205693,1506741,AAPL
2020-10-02,159.76117749741672,159.76117749741672,160.48650647681504,159.49785047756,104555,AAPL
2020-10-05,153.97450522109543,153.97450522109543,155.13531091843063,149.32074525422763,1006103,AAPL
2020-10-06,151.80218913588823,151.80218913588823,154.0606262569791,150.33606206100978,679844,AAPL
2020-10-07,151.25196228538954,151.25196228538954,151.33833520920956,149.51802085965303,594630,AAPL
2020-10-08,146.69463899243829,146.69463899243829,147.17296286768004,146.159635667771,-497923,AAPL
2020-10-09,145.1418735313152,145.1418735313152,146.0654883169745,144.03841365435846,517142,AAPL
2020-10-12,146.54789237433636,146.54789237433636,147.35311543037582,145.62844119544616,626040,AAPL
2020-10-13,144.86345857771497,144.86345857771497,146.62891669753947,143.8167059870069,1894689,AAPL
2020-10-14,145.99835981473538,145.99835981473538,147.97042580391923,145.92160391135147,193821,AAPL
2020-10-15,146.49653987147371,146.49653987147371,147.45589292127076,144.65090220297864,670112,AAPL
2020-10-16,145.72083124114693,145.72083124114693,146.0789813711389,145.23792550276713,655009,AAPL
2020-10-19,150.07690110047724,150.07690110047724,152.31875674461534,149.7966355585288,873158,AAPL
2020-10-20,148.9500032032009,148.9500032032009,150.28780518339775,148.85483205531696,208893,AAPL
2020-10-21,151.52372062656934,151.52372062656934,153.16890091423042,150.42072442757467,77822,AAPL
2020-10-22,155.90886714204822,155.90886714204822,157.13544026955702,155.5263700649311,948859,AAPL
2020-10-23,155.51412631028714,155.51412631028714,156.70659247360425,154.83002016697154,1006184,AAPL
2020-10-26,154.22672927461676,154.22672927461676,155.63965567298118,152.84945566054225,626034,AAPL
2020-10-27,159.62319030247664,159.62319030247664,160.23773519647253,158.20839676119508,1608866,AAPL
2020-10-28,159.9120182685924,159.9120182685924,161.14892798243775,159.70273417713676,418940,AAPL
2020-10-29,160.28539825225667,160.28539825225667,160.72502712768792,159.63790868337833,1338879,AAPL
2020-10-30,160.2783596444874,160.2783596444874,160.66978206307914,159.82031774540647,600928,AAPL
2020-11-02,159.33081574737727,159.33081574737727,161.2187278799151,158.3011892048567,1265166,AAPL
2020-11-03,161.41359716261718,161.41359716261718,161.74025691189846,160.98363419010963,903868,AAPL
2020-11-04,164.11495964961702,164.11495964961702,164.71420788378845,163.32669315872366,985528,AAPL
2020-11-05,160.90689500233998,160.90689500233998,161.69794534555473,160.37306383667516,1975356,AAPL
2020-11-06,160.97312464496156,160.97312464496156,162.7697431178621,160.68478711546652,1213973,AAPL
2020-11-09,163.37649914966772,163.37649914966772,164.76192633977118,160.9645926980951,777196,AAPL
2020-11-10,164.64548442133557,164.64548442133557,165.66890666747327,164.09601638915814,1081366,AAPL
2020-11-11,163.97891554027933,163.97891554027933,164.97138008407492,163.23215778445675,1603476,AAPL
2020-11-12,161.8629374139389,161.8629374139389,162.44144887511004,158.76135778619172,922758,AAPL
2020-11-13,160.96170341538155,160.96170341538155,161.84580802959889,160.6858030399445,1843718,AAPL
2020-11-16,159.66717333997548,159.66717333997548,160.45460490839474,159.35998643524078,819228,AAPL
2020-11-17,159.57867238218674,159.57867238218674,162.7193434509999,159.3450860723552,1726827,AAPL
2020-11-18,161.95800016323614,161.95800016323614,166.55575636035005,161.25556688941722,544306,AAPL
2020-11-19,163.599573665023,163.599573665023,164.68911159222148,162.05971689211773,1996290,AAPL
2020-11-20,168.05501579041803,168.05501579041803,169.06236573508087,167.4654387262327,1411718,AAPL
2020-11-23,167.86096222968382,167.86096222968382,171.80684194640622,167.4260538844076,1899383,AAPL
2020-11-24,170.45480349944268,170.45480349944268,171.18205027917438,169.57005898041447,1029400,AAPL
2020-11-25,169.75534885229953,169.75534885229953,172.58868625031752,166.67931480994474,1368030,AAPL
2020-11-26,172.87651777503518,172.87651777503518,173.88484019718382,169.42766466102046,590826,AAPL
2020-11-27,171.25607088123928,171.25607088123928,172.59384174240574,167.93347333127247,782682,AAPL
2020-11-30,164.9028652611209,164.9028652611209,167.54556380843027,164.19409657153537,1118106,AAPL
2020-12-01,166.9721631853701,166.9721631853701,167.44669653244176,164.23503736233147,302017,AAPL
2020-12-02,161.9590715176509,161.9590715176509,164.6122145217508,160.4787065678459,1549111,AAPL
2020-12-03,166.33283454246532,166.33283454246532,170.04435859978514,164.77853645529603,685552,AAPL
2020-12-04,166.8444515262797,166.8444515262797,166.91644961941532,166.28180746788314,1188305,AAPL
2020-12-07,158.49621667580882,158.49621667580882,159.0896664958822,157.88629871085988,2011483,AAPL
2020-12-08,153.8801437438021,153.8801437438021,154.0254242129085,152.99016592568046,838115,AAPL
2020-12-09,151.98604407444523,151.98604407444523,153.7773363324807,151.60819828148428,1178683,AAPL
2020-12-10,151.5933274060951,151.5933274060951,152.79609421189218,148.4586432433175,250253,AAPL
2020-12-11,149.26974072135172,149.26974072135172,150.2684733205993,148.1678716404273,1446235,AAPL
2020-12-14,143.69332756099269,143.69332756099269,143.81994535937793,142.6715950898085,1490704,AAPL
2020-12-15,143.10261856272936,143.10261856272936,143.85297238692684,142.9655349235759,486803,AAPL
2020-12-16,140.9022911048665,140.9022911048665,142.44491017778026,140.19720844188308,236023,AAPL
2020-12-17,145.5761000425222,145.5761000425222,146.28263782989484,141.27200189179493,656628,AAPL
2020-12-18,146.99369923097518,146.99369923097518,148.39173886880724,146.20779778690837,1275114,AAPL
2020-12-21,146.08869870014834,146.08869870014834,146.72107400692664,144.8989186604621,158748,AAPL
2020-12-22,149.739323168892,149.739323168892,150.84961301251886,149.214822417027,648169,AAPL
2020-12-23,149.65377208547366,149.65377208547366,151.8286807552496,148.42909502117587,1221814,AAPL
2020-12-24,152.0381505757594,152.0381505757594,153.34590194270038,149.74182769048798,643409,AAPL
2020-12-25,149.89122741341959,149.89122741341959,150.3128775625237,148.04803392870278,1865499,AAPL
2020-12-28,150.2960902454993,150.2960902454993,150.91669522059343,149.04292590714059,213463,AAPL
2020-12-29,153.1318091750843,153.1318091750843,155.8984077719318,150.0459675374746,1622819,AAPL
2020-12-30,152.39062461199242,152.39062461199242,153.1299314786019,152.11652567209075,1453616,AAPL
2020-12-31,151.85965566462653,151.85965566462653,153.3907681145246,150.33781901163422,832719,AAPL
2021-01-01,151.468687841244,151.468687841244,151.71708951100186,150.92894176358786,1216265,AAPL
2021-01-04,143.48804230614326,143.48804230614326,143.68564431545985,142.7262499458499,850018,AAPL
2021-01-05,139.48886337528944,139.48886337528944,140.9951971075378,139.13501262025963,675460,AAPL
2021-01-06,140.55276522801455,140.55276522801455,140.8075606158963,137.96066881651615,940892,AAPL
2021-01-07,143.4215420337027,143.4215420337027,143.97326544342891,141.3093141663186,1012310,AAPL
2021-01-08,141.0614631703269,141.0614631703269,141.08754827054807,140.184542811984,200123,AAPL
2021-01-11,138.03293861344946,138.03293861344946,139.17835159459244,137.7230801697622,533184,AAPL
2021-01-12,138.0286103572976,138.0286103572976,138.10536231840092,136.30979091535607,1101018,AAPL
2021-01-13,138.4502499379574,138.4502499379574,141.28266633221133,136.6421910566802,939480,AAPL
2021-01-14,140.43114320208497,140.43114320208497,140.47168678111558,139.1856656837109,862449,AAPL
2021-01-15,135.7909190990965,135.7909190990965,136.62136395218138,135.20383427462008,1051781,AAPL
2021-01-18,138.8162787089215,138.8162787089215,139.3918062069943,135.76235655141164,903635,AAPL
2021-01-19,136.3361561637115,136.3361561637115,137.3447827584111,134.13316285059994,710302,AAPL
2021-01-20,135.081038000104,135.081038000104,135.8084763797235,133.37918392455182,911804,AAPL
2021-01-21,134.73806969181786,134.73806969181786,135.16606069586393,132.13990029391496,1430591,AAPL
2021-01-22,136.85080665932114,136.85080665932114,137.75548033886136,135.44841739021248,1613379,AAPL
2021-01-25,139.8252195981918,139.8252195981918,140.98345988974262,138.23721032958755,195899,AAPL
2021-01-26,139.38589938842543,139.38589938842543,139.7242054469151,138.121680942155,596728,AAPL
2021-01-27,142.95280843378129,142.95280843378129,144.99827767355134,142.70665818508832,1177897,AAPL
2021-01-28,142.74593203392766,142.74593203392766,145.93542239523816,141.68275370282655,1250304,AAPL
2021-01-29,145.95213722723196,145.95213722723196,147.11316479420398,145.56506801215627,47782,AAPL
2021-02-01,144.3570348588887,144.3570348588887,144.69605665377242,142.217340909292,960915,AAPL
2021-02-02,144.4424593002872,144.4424593002872,144.6822005556919,144.22579242854653,1123512,AAPL
2021-02-03,141.1766020811176,141.1766020811176,141.47867785292783,138.91905710608586,765257,AAPL
2021-02-04,145.08841662846731,145.08841662846731,146.07028472959325,142.18183344159885,1592754,AAPL
2021-02-05,147.27153774487897,147.27153774487897,147.30529923897362,146.39933144096705,1030454,AAPL
2021-02-08,148.5193933765192,148.5193933765192,148.6388124503061,147.86240030617273,1421128,AAPL
2021-02-09,149.35699309517014,149.35699309517014,150.04164849139107,148.92042632886267,574247,AAPL
2021-02-10,144.33713523945138,144.33713523945138,144.58575052247542,142.86184677125178,879411,AAPL
2021-02-11,146.94100627433951,146.94100627433951,147.6845830482011,146.866306405396,667189,AAPL
2021-02-12,144.1512555514326,144.1512555514326,145.38581014176404,143.2633458969417,1945660,AAPL
2021-02-15,146.5795624359744,146.5795624359744,147.58471289625172,145.5275566636507,1142822,AAPL
2021-02-16,143.90340188348017,143.90340188348017,145.28773253459244,141.1753426850444,1121873,AAPL
